Vertical Flow for 3 depth bins. Vertical flow units are in m/day. Column headers indicate measurement depth
Data collected on the Ocean Networks Canada Folger Deep (FGPD) cabled node by 300 kHz RDI ADCPs

year,month,day,hour,minute,second,84.9 m,52.9 m,16.9 m, 
 2016,11,26,0,0,0,-11.5,-110.4,-147.2, 
 2016,11,27,0,0,0,-34.9,-131.0,-236.2, 
 2016,11,28,0,0,0,-24.7,-136.5,-190.5, 
 2016,11,29,0,0,0,-47.9,-173.5,-140.0, 
 2016,11,30,0,0,0,-87.8,-182.5,-122.2, 
 2016,12,1,0,0,0,-70.3,-164.9,-109.6, 
 2016,12,2,0,0,0,-99.2,-153.8,-32.0, 
 2016,12,3,0,0,0,-102.9,-163.8,-6.5, 
 2016,12,4,0,0,0,-114.8,-141.0,84.5, 
 2016,12,5,0,0,0,-132.9,-119.5,113.6, 
 2016,12,6,0,0,0,-164.8,-132.1,127.5, 
 2016,12,7,0,0,0,-137.2,-120.7,48.8, 
 2016,12,8,0,0,0,-141.2,-126.4,-5.2, 
 2016,12,9,0,0,0,-129.3,-144.4,-108.7, 
 2016,12,10,0,0,0,-102.6,-97.6,-173.3, 
 2016,12,11,0,0,0,-82.0,-70.4,-186.3, 
 2016,12,12,0,0,0,-90.5,-32.2,-149.1, 
 2016,12,13,0,0,0,-79.6,-19.7,-150.9, 
 2016,12,14,0,0,0,-80.3,-13.9,-123.5, 
 2016,12,15,0,0,0,-58.3,-63.7,-78.4, 
 2016,12,16,0,0,0,-51.6,-93.4,-82.4, 
 2016,12,17,0,0,0,-29.5,-130.1,-78.6, 
 2016,12,18,0,0,0,-39.5,-100.1,-40.4, 
 2016,12,19,0,0,0,-33.6,-86.0,-44.0, 
 2016,12,20,0,0,0,-89.8,-80.0,-53.6, 
 2016,12,21,0,0,0,-120.9,-114.1,-94.9, 
 2016,12,22,0,0,0,-142.3,-112.2,-126.7, 
 2016,12,23,0,0,0,-113.9,-132.3,-175.4, 
 2016,12,24,0,0,0,-71.4,-136.4,-178.7, 
 2016,12,25,0,0,0,-29.0,-104.9,-169.6, 
 2016,12,26,0,0,0,-8.4,-51.5,-159.2, 
 2016,12,27,0,0,0,-18.9,-62.1,-143.5, 
 2016,12,28,0,0,0,-47.2,-69.8,-120.9, 
 2016,12,29,0,0,0,-65.7,-65.7,-112.4, 
 2016,12,30,0,0,0,-90.4,-82.3,-100.1, 
 2016,12,31,0,0,0,-119.9,-109.8,-68.5, 
 2017,1,1,0,0,0,-83.2,-65.9,-76.0, 
 2017,1,2,0,0,0,-65.5,-39.1,-101.5, 
 2017,1,3,0,0,0,-10.6,-24.5,-116.6, 
 2017,1,4,0,0,0,13.1,11.7,-157.0, 
 2017,1,5,0,0,0,45.1,42.6,-179.9, 
 2017,1,6,0,0,0,30.6,49.9,-195.0, 
 2017,1,7,0,0,0,20.0,45.9,-193.2, 
 2017,1,8,0,0,0,-46.1,51.7,-216.8, 
 2017,1,9,0,0,0,-66.8,21.1,-212.2, 
 2017,1,10,0,0,0,-74.2,20.6,-236.1, 
 2017,1,11,0,0,0,-83.1,28.9,-193.1, 
 2017,1,12,0,0,0,-73.6,32.2,-154.1, 
 2017,1,13,0,0,0,-52.1,31.2,-100.9, 
 2017,1,14,0,0,0,-19.3,41.7,-59.3, 
 2017,1,15,0,0,0,-5.6,79.9,6.5, 
 2017,1,16,0,0,0,9.2,111.5,-25.3, 
 2017,1,17,0,0,0,-63.0,160.4,-63.5, 
 2017,1,18,0,0,0,-109.2,136.7,-37.8, 
 2017,1,19,0,0,0,-145.2,158.9,-83.5, 
 2017,1,20,0,0,0,-156.6,138.6,-124.8, 
 2017,1,21,0,0,0,-170.1,92.9,-123.8, 
 2017,1,22,0,0,0,-102.4,67.4,-62.5, 
 2017,1,23,0,0,0,-81.2,109.1,-48.8, 
 2017,1,24,0,0,0,-55.0,100.8,42.0, 
 2017,1,25,0,0,0,-71.8,87.9,95.9, 
 2017,1,26,0,0,0,-58.9,87.3,118.8, 
 2017,1,27,0,0,0,-59.5,86.6,79.2, 
 2017,1,28,0,0,0,-47.6,72.7,14.5, 
 2017,1,29,0,0,0,-47.0,69.9,-73.9, 
 2017,1,30,0,0,0,-4.5,82.5,-145.3, 
 2017,1,31,0,0,0,2.1,78.4,-161.7, 
 2017,2,1,0,0,0,17.0,59.8,-209.0, 
 2017,2,2,0,0,0,41.0,62.6,-230.6, 
 2017,2,3,0,0,0,51.3,71.4,-247.6, 
 2017,2,4,0,0,0,24.1,80.5,-272.5, 
 2017,2,5,0,0,0,30.6,103.5,-288.3, 
 2017,2,6,0,0,0,42.1,98.5,-244.7, 
 2017,2,7,0,0,0,16.7,104.7,-215.9, 
 2017,2,8,0,0,0,14.5,105.0,-170.6, 
 2017,2,9,0,0,0,39.4,109.3,-124.4, 
 2017,2,10,0,0,0,82.5,109.1,-108.4, 
 2017,2,11,0,0,0,92.6,112.4,-116.9, 
 2017,2,12,0,0,0,104.8,122.8,-133.9, 
 2017,2,13,0,0,0,87.8,114.5,-143.0, 
 2017,2,14,0,0,0,63.9,120.9,-154.7, 
 2017,2,15,0,0,0,-12.4,93.1,-151.7, 
 2017,2,16,0,0,0,-84.7,75.0,-139.2, 
 2017,2,17,0,0,0,-132.9,48.3,-146.9, 
 2017,2,18,0,0,0,-146.4,18.1,-110.7, 
 2017,2,19,0,0,0,-184.3,-50.4,-61.6, 
 2017,2,20,0,0,0,-167.2,-68.7,-33.0, 
 2017,2,21,0,0,0,-149.5,-82.6,-36.4, 
 2017,2,22,0,0,0,-128.9,-100.4,33.3, 
 2017,2,23,0,0,0,-114.8,-112.8,71.1, 
 2017,2,24,0,0,0,-60.1,-97.8,85.0, 
 2017,2,25,0,0,0,-59.4,-129.2,59.4, 
 2017,2,26,0,0,0,-39.6,-116.8,71.5, 
 2017,2,27,0,0,0,-21.8,-120.5,27.8, 
 2017,2,28,0,0,0,-6.5,-120.1,-37.8, 
 2017,3,1,0,0,0,-13.0,-118.5,-61.0, 
 2017,3,2,0,0,0,-4.9,-89.9,-64.8, 
 2017,3,3,0,0,0,-1.9,-98.0,-43.3, 
 2017,3,4,0,0,0,2.1,-80.4,-7.7, 
 2017,3,5,0,0,0,-16.7,-56.9,51.8, 
 2017,3,6,0,0,0,-17.3,-33.6,56.3, 
 2017,3,7,0,0,0,-45.6,-19.0,68.8, 
 2017,3,8,0,0,0,-65.2,-14.3,82.7, 
 2017,3,9,0,0,0,-90.0,-4.1,10.4, 
 2017,3,10,0,0,0,-102.6,34.1,-40.8, 
 2017,3,11,0,0,0,-129.7,12.3,-35.7, 
 2017,3,12,0,0,0,-117.7,10.7,-36.5, 
 2017,3,13,0,0,0,-90.9,39.1,-114.4, 
 2017,3,14,0,0,0,-118.3,31.1,-17.0, 
 2017,3,15,0,0,0,-93.3,3.0,-9.8, 
 2017,3,16,0,0,0,-68.7,19.5,-89.3, 
 2017,3,17,0,0,0,-55.7,11.6,-131.7, 
 2017,3,18,0,0,0,-61.4,-4.6,-139.5, 
 2017,3,19,0,0,0,-3.3,5.4,-148.6, 
 2017,3,20,0,0,0,-8.2,15.9,-69.5, 
 2017,3,21,0,0,0,5.7,23.2,-20.4, 
 2017,3,22,0,0,0,-7.3,46.4,10.2, 
 2017,3,23,0,0,0,0.6,51.8,63.1, 
 2017,3,24,0,0,0,-10.9,51.7,7.3, 
 2017,3,25,0,0,0,-10.2,36.6,-144.9, 
 2017,3,26,0,0,0,-15.0,37.2,-124.8, 
 2017,3,27,0,0,0,-7.7,19.7,-134.7, 
 2017,3,28,0,0,0,-36.5,15.7,-99.9, 
 2017,3,29,0,0,0,-37.0,30.8,-145.3, 
 2017,3,30,0,0,0,-41.6,51.5,-111.2, 
 2017,3,31,0,0,0,-44.9,38.3,-68.5, 
 2017,4,1,0,0,0,-40.9,36.4,-69.3, 
 2017,4,2,0,0,0,-51.6,57.6,-121.9, 
 2017,4,3,0,0,0,-51.0,44.6,-61.6, 
 2017,4,4,0,0,0,-41.3,27.0,-111.0, 
 2017,4,5,0,0,0,-40.1,39.2,-163.6, 
 2017,4,6,0,0,0,-43.3,55.0,-106.8, 
 2017,4,7,0,0,0,-26.8,25.7,-118.4, 
 2017,4,8,0,0,0,-19.7,9.5,-143.2, 
 2017,4,9,0,0,0,-34.1,-9.9,-83.1, 
 2017,4,10,0,0,0,-49.5,-16.2,-70.7, 
 2017,4,11,0,0,0,-43.0,-13.8,-170.0, 
 2017,4,12,0,0,0,-42.7,23.3,-186.4, 
 2017,4,13,0,0,0,-54.2,42.1,-141.3, 
 2017,4,14,0,0,0,-38.3,66.3,-124.4, 
 2017,4,15,0,0,0,-28.6,90.1,-244.3, 
 2017,4,16,0,0,0,-41.4,101.3,-102.9, 
 2017,4,17,0,0,0,-18.5,95.2,7.7, 
 2017,4,18,0,0,0,0.1,116.0,-87.3, 
 2017,4,19,0,0,0,23.4,191.7,-186.2, 
 2017,4,20,0,0,0,45.4,201.6,-116.1, 
 2017,4,21,0,0,0,87.5,212.5,-190.7, 
 2017,4,22,0,0,0,69.7,193.8,-272.7, 
 2017,4,23,0,0,0,77.0,145.4,-197.3, 
 2017,4,24,0,0,0,57.5,63.5,-147.2, 
 2017,4,25,0,0,0,62.4,46.1,-103.9, 
 2017,4,26,0,0,0,60.1,37.1,-86.7, 
 2017,4,27,0,0,0,74.0,32.0,-59.0, 
 2017,4,28,0,0,0,72.4,67.7,-57.7, 
 2017,4,29,0,0,0,76.6,89.3,-7.0, 
 2017,4,30,0,0,0,NaN,NaN,NaN, 
 2017,5,1,0,0,0,NaN,NaN,NaN, 
 2017,5,2,0,0,0,NaN,NaN,NaN, 
 2017,5,3,0,0,0,NaN,NaN,NaN, 
 2017,5,4,0,0,0,NaN,NaN,NaN, 
 2017,5,5,0,0,0,NaN,NaN,NaN, 
 2017,5,6,0,0,0,-49.0,137.7,-28.4, 
 2017,5,7,0,0,0,-41.7,122.8,2.7, 
 2017,5,8,0,0,0,-45.2,100.9,13.9, 
 2017,5,9,0,0,0,-27.6,102.5,-16.9, 
 2017,5,10,0,0,0,-18.7,91.0,13.2, 
 2017,5,11,0,0,0,-37.3,97.2,-11.2, 
 2017,5,12,0,0,0,-34.4,100.8,-45.5, 
 2017,5,13,0,0,0,-35.0,87.9,-26.1, 
 2017,5,14,0,0,0,-20.6,74.1,-27.4, 
 2017,5,15,0,0,0,6.8,87.1,-62.1, 
 2017,5,16,0,0,0,1.0,106.8,-61.3, 
 2017,5,17,0,0,0,-12.5,108.2,-18.2, 
 2017,5,18,0,0,0,8.3,105.6,-57.7, 
 2017,5,19,0,0,0,15.1,111.9,-51.4, 
 2017,5,20,0,0,0,13.7,95.0,-43.8, 
 2017,5,21,0,0,0,42.3,75.1,-17.7, 
 2017,5,22,0,0,0,47.4,49.1,-25.5, 
 2017,5,23,0,0,0,33.0,51.0,-47.5, 
 2017,5,24,0,0,0,70.3,39.0,-72.2, 
 2017,5,25,0,0,0,63.9,36.6,-98.4, 
 2017,5,26,0,0,0,44.4,27.0,-119.9, 
 2017,5,27,0,0,0,42.2,7.7,-134.6, 
 2017,5,28,0,0,0,34.9,-15.2,-117.6, 
 2017,5,29,0,0,0,-35.3,-20.6,-99.9, 
 2017,5,30,0,0,0,-61.7,-8.4,-98.4, 
 2017,5,31,0,0,0,-82.1,12.0,-82.1, 
 2017,6,1,0,0,0,-98.2,53.6,-70.0, 
 2017,6,2,0,0,0,-96.5,102.8,-83.4, 
 2017,6,3,0,0,0,-89.5,115.8,-87.0, 
 2017,6,4,0,0,0,-72.4,106.6,-59.5, 
 2017,6,5,0,0,0,-38.3,106.8,-68.0, 
 2017,6,6,0,0,0,-3.5,153.9,-78.6, 
 2017,6,7,0,0,0,13.2,207.5,-51.9, 
 2017,6,8,0,0,0,13.2,262.6,-47.9, 
 2017,6,9,0,0,0,6.6,299.2,-25.4, 
 2017,6,10,0,0,0,-35.6,322.2,5.4, 
 2017,6,11,0,0,0,-56.2,332.6,54.9, 
 2017,6,12,0,0,0,-41.9,268.2,79.3, 
 2017,6,13,0,0,0,-21.5,234.1,101.2, 
 2017,6,14,0,0,0,4.9,280.4,93.9, 
 2017,6,15,0,0,0,62.2,273.8,79.0, 
 2017,6,16,0,0,0,97.3,185.3,37.4, 
 2017,6,17,0,0,0,95.9,203.9,11.8, 
 2017,6,18,0,0,0,98.6,209.5,11.9, 
 2017,6,19,0,0,0,82.7,125.2,34.0, 
 2017,6,20,0,0,0,48.1,81.0,20.9, 
 2017,6,21,0,0,0,8.5,76.6,37.2, 
 2017,6,22,0,0,0,-14.2,41.0,44.1, 
 2017,6,23,0,0,0,-43.7,10.3,52.6, 
 2017,6,24,0,0,0,-51.2,-6.0,9.5, 
 2017,6,25,0,0,0,-67.1,17.4,35.2, 
 2017,6,26,0,0,0,-55.6,37.3,53.4, 
 2017,6,27,0,0,0,-59.7,51.2,39.1, 
 2017,6,28,0,0,0,-56.7,85.0,9.0, 
 2017,6,29,0,0,0,-76.7,132.2,-36.7, 
 2017,6,30,0,0,0,-57.4,122.9,-93.6, 
 2017,7,1,0,0,0,-30.6,129.6,-162.8, 
 2017,7,2,0,0,0,-0.4,104.0,-184.2, 
 2017,7,3,0,0,0,4.1,62.4,-238.9, 
 2017,7,4,0,0,0,37.6,15.8,-248.1, 
 2017,7,5,0,0,0,32.8,20.9,-288.5, 
 2017,7,6,0,0,0,19.2,-1.6,-285.9, 
 2017,7,7,0,0,0,-25.6,11.3,-276.9, 
 2017,7,8,0,0,0,-53.5,74.5,-230.6, 
 2017,7,9,0,0,0,-82.1,157.0,-197.5, 
 2017,7,10,0,0,0,NaN,NaN,NaN, 
 2017,7,11,0,0,0,NaN,NaN,NaN, 
 2017,7,12,0,0,0,NaN,NaN,NaN, 
 2017,7,13,0,0,0,NaN,NaN,NaN, 
 2017,7,14,0,0,0,NaN,NaN,NaN, 
 2017,7,15,0,0,0,NaN,NaN,NaN, 
 2017,7,16,0,0,0,NaN,NaN,NaN, 
 2017,7,17,0,0,0,134.6,156.6,-40.1, 
 2017,7,18,0,0,0,152.0,137.4,-69.4, 
 2017,7,19,0,0,0,142.1,92.9,-76.3, 
 2017,7,20,0,0,0,117.1,30.1,-101.5, 
 2017,7,21,0,0,0,64.2,-7.8,-98.2, 
 2017,7,22,0,0,0,26.5,-37.0,-92.9, 
 2017,7,23,0,0,0,4.8,-36.5,-61.9, 
 2017,7,24,0,0,0,9.0,-34.7,-30.6, 
 2017,7,25,0,0,0,65.8,-25.7,-1.0, 
 2017,7,26,0,0,0,52.9,-24.5,1.9, 
 2017,7,27,0,0,0,37.3,-1.5,-44.4, 
 2017,7,28,0,0,0,38.4,10.8,-87.1, 
 2017,7,29,0,0,0,45.5,1.1,-145.5, 
 2017,7,30,0,0,0,11.8,3.5,-218.0, 
 2017,7,31,0,0,0,29.9,-4.1,-272.4, 
 2017,8,1,0,0,0,30.6,-21.4,-245.5, 
 2017,8,2,0,0,0,21.7,-34.1,-254.0, 
 2017,8,3,0,0,0,-5.7,11.4,-199.3, 
 2017,8,4,0,0,0,-10.3,49.6,-138.1, 
 2017,8,5,0,0,0,-20.3,101.6,-74.2, 
 2017,8,6,0,0,0,8.5,165.0,-64.3, 
 2017,8,7,0,0,0,71.0,239.7,-64.1, 
 2017,8,8,0,0,0,88.3,181.4,-93.0, 
 2017,8,9,0,0,0,108.0,195.1,-83.9, 
 2017,8,10,0,0,0,146.9,161.0,-132.4, 
 2017,8,11,0,0,0,156.4,124.9,NaN, 
 2017,8,12,0,0,0,133.3,71.6,NaN, 
 2017,8,13,0,0,0,198.2,146.8,NaN, 
 2017,8,14,0,0,0,218.3,123.4,NaN, 
 2017,8,15,0,0,0,209.5,126.7,NaN, 
 2017,8,16,0,0,0,179.2,91.0,NaN, 
 2017,8,17,0,0,0,156.7,58.4,NaN, 
 2017,8,18,0,0,0,58.3,-15.1,NaN, 
 2017,8,19,0,0,0,-12.3,-45.0,-398.2, 
 2017,8,20,0,0,0,-74.7,-58.8,-390.5, 
 2017,8,21,0,0,0,-129.8,-51.0,-381.4, 
 2017,8,22,0,0,0,-173.3,-38.9,-419.7, 
 2017,8,23,0,0,0,-141.2,-9.9,-368.9, 
 2017,8,24,0,0,0,-103.3,3.7,-325.6, 
 2017,8,25,0,0,0,-46.4,1.6,-344.3, 
 2017,8,26,0,0,0,1.9,-13.1,-402.4, 
 2017,8,27,0,0,0,49.1,-27.3,NaN, 
 2017,8,28,0,0,0,15.3,-35.9,NaN, 
 2017,8,29,0,0,0,-10.8,-35.1,NaN, 
 2017,8,30,0,0,0,-50.9,-10.7,NaN, 
 2017,8,31,0,0,0,-84.0,51.5,NaN, 
 2017,9,1,0,0,0,-128.3,121.3,NaN, 
 2017,9,2,0,0,0,-120.4,148.4,NaN, 
 2017,9,3,0,0,0,-71.5,144.1,NaN, 
 2017,9,4,0,0,0,-48.3,124.6,NaN, 
 2017,9,5,0,0,0,-40.4,72.5,NaN, 
 2017,9,6,0,0,0,-27.6,-9.6,NaN, 
 2017,9,7,0,0,0,-31.8,-67.7,NaN, 
 2017,9,8,0,0,0,-88.7,-107.8,NaN, 
 2017,9,9,0,0,0,-123.6,-136.4,NaN, 
 2017,9,10,0,0,0,-144.0,-194.8,NaN, 
 2017,9,11,0,0,0,-172.9,-201.6,NaN, 
 2017,9,12,0,0,0,-159.6,-202.5,NaN, 
 2017,9,13,0,0,0,-148.8,-209.4,NaN, 
 2017,9,14,0,0,0,-134.4,-228.2,NaN, 
 2017,9,15,0,0,0,-113.9,-228.0,NaN, 
 2017,9,16,0,0,0,-73.6,-224.4,NaN, 
 2017,9,17,0,0,0,-60.1,-214.7,NaN, 
 2017,9,18,0,0,0,-55.6,-173.0,NaN, 
 2017,9,19,0,0,0,-72.7,-152.0,NaN, 
 2017,9,20,0,0,0,-75.7,-126.9,NaN, 
 2017,9,21,0,0,0,-88.8,-118.7,NaN, 
 2017,9,22,0,0,0,-103.1,-120.1,NaN, 
 2017,9,23,0,0,0,-87.9,-141.8,NaN, 
 2017,9,24,0,0,0,-52.8,-140.1,NaN, 
 2017,9,25,0,0,0,-30.2,-150.6,NaN, 
 2017,9,26,0,0,0,-23.6,-203.5,NaN, 
 2017,9,27,0,0,0,0.8,-230.0,NaN, 
 2017,9,28,0,0,0,-4.7,-242.3,NaN, 
 2017,9,29,0,0,0,-2.4,-263.6,NaN, 
 2017,9,30,0,0,0,6.3,-300.8,NaN, 
 2017,10,1,0,0,0,10.0,-301.0,NaN, 
 2017,10,2,0,0,0,12.0,-312.5,NaN, 
 2017,10,3,0,0,0,1.5,-317.9,NaN, 
 2017,10,4,0,0,0,-25.9,-303.3,NaN, 
 2017,10,5,0,0,0,-53.7,-275.3,NaN, 
 2017,10,6,0,0,0,-64.1,-244.6,-652.8, 
 2017,10,7,0,0,0,-102.2,-258.6,-536.1, 
 2017,10,8,0,0,0,-122.3,-269.4,-430.6, 
 2017,10,9,0,0,0,-124.4,-301.9,NaN, 
 2017,10,10,0,0,0,-138.3,-307.5,NaN, 
 2017,10,11,0,0,0,-124.0,-320.1,NaN, 
 2017,10,12,0,0,0,-127.0,-310.5,NaN, 
 2017,10,13,0,0,0,-99.5,-326.5,NaN, 
 2017,10,14,0,0,0,-89.4,-344.1,NaN, 
 2017,10,15,0,0,0,-58.0,-324.5,NaN, 
 2017,10,16,0,0,0,-66.3,-310.2,NaN, 
 2017,10,17,0,0,0,-86.3,-330.8,NaN, 
 2017,10,18,0,0,0,-96.4,-319.0,NaN, 
 2017,10,19,0,0,0,-144.9,-280.2,NaN, 
 2017,10,20,0,0,0,-205.1,-300.0,NaN, 
 2017,10,21,0,0,0,-254.3,-290.2,NaN, 
 2017,10,22,0,0,0,-255.7,-240.7,NaN, 
 2017,10,23,0,0,0,-269.7,-207.5,NaN, 
 2017,10,24,0,0,0,-227.8,-184.2,NaN, 
 2017,10,25,0,0,0,-173.8,-139.2,NaN, 
 2017,10,26,0,0,0,-139.1,-134.1,-204.3, 
 2017,10,27,0,0,0,-104.2,-116.8,-192.5, 
 2017,10,28,0,0,0,-78.9,-126.6,-227.2, 
 2017,10,29,0,0,0,-81.4,-170.0,-241.3, 
 2017,10,30,0,0,0,-91.6,-214.0,-288.2, 
 2017,10,31,0,0,0,-88.0,-243.1,-347.7, 
 2017,11,1,0,0,0,-97.4,-278.3,-382.8, 
 2017,11,2,0,0,0,-128.5,-300.6,-384.2, 
 2017,11,3,0,0,0,-142.0,-271.7,-378.7, 
 2017,11,4,0,0,0,-139.8,-232.4,-386.9, 
 2017,11,5,0,0,0,-124.3,-196.7,-383.5, 
 2017,11,6,0,0,0,-78.5,-188.3,NaN, 
 2017,11,7,0,0,0,-47.2,-184.1,NaN, 
 2017,11,8,0,0,0,-46.3,-187.8,NaN, 
 2017,11,9,0,0,0,-67.6,-202.1,NaN, 
 2017,11,10,0,0,0,-78.7,-188.4,NaN, 
 2017,11,11,0,0,0,-117.5,-142.7,NaN, 
 2017,11,12,0,0,0,-137.8,-44.0,-267.0, 
 2017,11,13,0,0,0,-138.1,-16.6,-252.5, 
 2017,11,14,0,0,0,-104.0,115.1,-220.0, 
 2017,11,15,0,0,0,-118.5,152.4,-183.0, 
 2017,11,16,0,0,0,-100.8,182.0,-123.1, 
 2017,11,17,0,0,0,-60.4,116.0,-117.1, 
 2017,11,18,0,0,0,19.9,129.5,-45.8, 
 2017,11,19,0,0,0,9.6,33.8,-31.6, 
 2017,11,20,0,0,0,24.5,12.9,-38.3, 
 2017,11,21,0,0,0,26.6,31.2,27.3, 
 2017,11,22,0,0,0,5.2,72.6,72.1, 
 2017,11,23,0,0,0,-71.2,62.9,52.7, 
 2017,11,24,0,0,0,-82.6,50.4,110.2, 
 2017,11,25,0,0,0,-74.9,34.1,132.8, 
 2017,11,26,0,0,0,-100.1,-30.4,122.1, 
 2017,11,27,0,0,0,-125.8,-50.2,127.4, 
 2017,11,28,0,0,0,-131.0,-34.1,77.6, 
 2017,11,29,0,0,0,-129.6,-2.7,105.6, 
 2017,11,30,0,0,0,-174.3,-28.5,117.8, 
 2017,12,1,0,0,0,-198.1,-49.3,84.4, 
 2017,12,2,0,0,0,-211.0,-65.4,114.1, 
 2017,12,3,0,0,0,-225.9,-110.0,220.9, 
 2017,12,4,0,0,0,-265.9,-152.8,172.9, 
 2017,12,5,0,0,0,-248.8,-146.7,135.1, 
 2017,12,6,0,0,0,-226.6,-127.3,109.0, 
 2017,12,7,0,0,0,-200.2,-117.1,80.0, 
 2017,12,8,0,0,0,-207.6,-89.6,-17.9, 
 2017,12,9,0,0,0,-181.0,-56.6,-59.9, 
 2017,12,10,0,0,0,-187.2,-60.5,-41.8, 
 2017,12,11,0,0,0,-201.0,-77.1,-69.5, 
 2017,12,12,0,0,0,-222.5,-105.9,-132.8, 
 2017,12,13,0,0,0,-210.6,-155.4,NaN, 
 2017,12,14,0,0,0,-218.4,-202.9,NaN, 
 2017,12,15,0,0,0,-190.9,-187.7,NaN, 
 2017,12,16,0,0,0,-181.8,-151.8,NaN, 
 2017,12,17,0,0,0,-177.4,-133.7,NaN, 
 2017,12,18,0,0,0,-151.6,-88.5,NaN, 
 2017,12,19,0,0,0,-155.7,-38.4,NaN, 
 2017,12,20,0,0,0,-176.9,-51.4,NaN, 
 2017,12,21,0,0,0,-182.7,-40.9,NaN, 
 2017,12,22,0,0,0,-175.7,-33.5,NaN, 
 2017,12,23,0,0,0,-179.1,-3.5,196.7, 
 2017,12,24,0,0,0,-138.6,22.7,164.2, 
 2017,12,25,0,0,0,-115.3,54.3,127.2, 
 2017,12,26,0,0,0,-111.3,23.0,6.6, 
 2017,12,27,0,0,0,-102.3,53.6,-43.0, 
 2017,12,28,0,0,0,-87.9,56.3,-45.0, 
 2017,12,29,0,0,0,-100.0,41.7,-51.9, 
 2017,12,30,0,0,0,-110.6,71.8,3.3, 
 2017,12,31,0,0,0,-104.6,108.2,87.3, 
 2018,1,1,0,0,0,-101.9,110.8,116.8, 
 2018,1,2,0,0,0,-95.4,112.7,97.4, 
 2018,1,3,0,0,0,-90.4,102.2,132.1, 
 2018,1,4,0,0,0,-82.1,82.6,81.5, 
 2018,1,5,0,0,0,-100.8,84.0,103.9, 
 2018,1,6,0,0,0,-89.7,76.8,101.0, 
 2018,1,7,0,0,0,-95.0,77.4,125.9, 
 2018,1,8,0,0,0,-56.8,96.2,152.4, 
 2018,1,9,0,0,0,87.2,101.1,235.6, 
 2018,1,10,0,0,0,149.1,117.0,184.7, 
 2018,1,11,0,0,0,136.6,134.1,174.5, 
 2018,1,12,0,0,0,145.9,154.2,119.9, 
 2018,1,13,0,0,0,109.6,164.7,24.9, 
 2018,1,14,0,0,0,-32.2,226.1,-0.1, 
 2018,1,15,0,0,0,-55.8,240.5,12.4, 
 2018,1,16,0,0,0,-56.9,230.6,-21.9, 
 2018,1,17,0,0,0,-549.5,NaN,NaN, 
 2018,1,18,0,0,0,-439.1,NaN,NaN, 
 2018,1,19,0,0,0,-69.4,NaN,NaN, 
 2018,1,20,0,0,0,928.6,NaN,NaN, 
 2018,1,21,0,0,0,587.5,NaN,NaN, 
 2018,1,22,0,0,0,1196.6,NaN,NaN, 
 2018,1,23,0,0,0,1895.2,NaN,NaN, 
 2018,1,24,0,0,0,971.5,NaN,NaN, 
 2018,1,25,0,0,0,NaN,NaN,NaN, 
 2018,1,26,0,0,0,NaN,NaN,NaN, 
 2018,1,27,0,0,0,NaN,NaN,NaN, 
 2018,1,28,0,0,0,NaN,NaN,NaN, 
 2018,1,29,0,0,0,NaN,NaN,NaN, 
 2018,1,30,0,0,0,NaN,NaN,NaN, 
 2018,1,31,0,0,0,NaN,NaN,NaN, 
 2018,2,1,0,0,0,NaN,NaN,NaN, 
 2018,2,2,0,0,0,NaN,NaN,NaN, 
 2018,2,3,0,0,0,NaN,NaN,NaN, 
 2018,2,4,0,0,0,NaN,NaN,NaN, 
 2018,2,5,0,0,0,NaN,NaN,NaN, 
 2018,2,6,0,0,0,NaN,NaN,NaN, 
 2018,2,7,0,0,0,NaN,NaN,NaN, 
 2018,2,8,0,0,0,NaN,NaN,NaN, 
 2018,2,9,0,0,0,NaN,NaN,NaN, 
 2018,2,10,0,0,0,NaN,NaN,NaN, 
 2018,2,11,0,0,0,NaN,NaN,NaN, 
 2018,2,12,0,0,0,NaN,NaN,NaN, 
 2018,2,13,0,0,0,NaN,NaN,NaN, 
 2018,2,14,0,0,0,NaN,NaN,NaN, 
 2018,2,15,0,0,0,NaN,NaN,NaN, 
 2018,2,16,0,0,0,NaN,NaN,NaN, 
 2018,2,17,0,0,0,NaN,NaN,NaN, 
 2018,2,18,0,0,0,NaN,NaN,NaN, 
 2018,2,19,0,0,0,NaN,NaN,NaN, 
 2018,2,20,0,0,0,NaN,NaN,NaN, 
 2018,2,21,0,0,0,NaN,NaN,NaN, 
 2018,2,22,0,0,0,NaN,NaN,NaN, 
 2018,2,23,0,0,0,NaN,NaN,NaN, 
 2018,2,24,0,0,0,NaN,NaN,NaN, 
 2018,2,25,0,0,0,NaN,NaN,NaN, 
 2018,2,26,0,0,0,NaN,NaN,NaN, 
 2018,2,27,0,0,0,NaN,NaN,NaN, 
 2018,2,28,0,0,0,NaN,NaN,NaN, 
 2018,3,1,0,0,0,NaN,NaN,NaN, 
 2018,3,2,0,0,0,NaN,NaN,NaN, 
 2018,3,3,0,0,0,NaN,NaN,NaN, 
 2018,3,4,0,0,0,NaN,NaN,NaN, 
 2018,3,5,0,0,0,NaN,NaN,NaN, 
 2018,3,6,0,0,0,NaN,NaN,NaN, 
 2018,3,7,0,0,0,NaN,NaN,NaN, 
 2018,3,8,0,0,0,NaN,NaN,NaN, 
 2018,3,9,0,0,0,NaN,NaN,NaN, 
